URL,U ID,Department,Name,Description,Creation Date,Last Update Date (data),Category,Owner UID,License,Data Provided By,Source Link,api_endpoint,Parent UID,provenance,Owner
https://data.lacity.org/d/s7sg-72iw,s7sg-72iw,,Tuba,"Official Sanitary Sewer System in the City of Los Angeles created and maintained by the Bureau of Engineering / GIS Mapping Division. GIS Data contains the Pipes, Structures, Wyes, Laterals (House Connections), Sewer Easements, and Flow Direction.",10/28/2020 03:41:00 AM +0000,11/06/2020 07:38:00 PM,A Livable and Sustainable City,ajq7-eaa6,Creative Commons 1.0 Universal (Public Domain Dedication),Bureau of Engineering,,https://data.lacity.org/resource/s7sg-72iw.json,7aty-5ywx,community,Reece
https://data.lacity.org/d/bern-9rh3,bern-9rh3,Building and Safety,Permit Checking,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",11/11/2020 02:43:00 AM +0000,11/09/2020 10:19:00 AM,A Prosperous City,3yp8-mch8,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/bern-9rh3.json,d9aa-v8bm,community,Julian Carr
https://data.lacity.org/d/wbab-cfvw,wbab-cfvw,Mayor's Office,Population by Zip Code,"This data comes from the 2010 Census Profile of General Population and Housing Characteristics. Zip codes are limited to those that fall at least partially within LA city boundaries. The dataset will be updated after the next census in 2020. 
To view all possible columns and access the data directly, visit http://factfinder.census.gov/faces/affhelp/jsf/pages/metadata.xhtml?lang=en&type=table&id=table.en.DEC_10_SF1_SF1DP1#main_content.",11/13/2020 12:16:00 AM +0000,03/07/2016 02:52:00 AM,,j7w9-mrpe,Creative Commons 1.0 Universal (Public Domain Dedication),U.S. Census,https://www.census.gov/2010census/data/,https://data.lacity.org/resource/wbab-cfvw.json,nxs9-385f,community,Catherine S
https://data.lacity.org/d/yata-niks,yata-niks,LAPD,2020 Homicides,"This dataset reflects incidents of crime in the City of Los Angeles dating back to 2020. This data is transcribed from original crime reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0°, 0°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.",11/09/2020 11:18:00 PM +0000,11/11/2020 02:10:00 PM,A Safe City,5ze7-3n2b,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,http://data.lacity.org,https://data.lacity.org/resource/yata-niks.json,2nrs-mtv8,community,Dustin DeRollo
https://data.lacity.org/d/npmp-86jq,npmp-86jq,LAPD,Mental Health Calls for Service LAPD 2019,This dataset reflects calls for service incidents in the City of Los Angeles in the year 2019. This data is as accurate as the data in the database. Please note questions or concerns in the comments.,11/08/2020 03:13:00 PM +0000,03/28/2020 01:36:00 AM,A Safe City,gj2p-awmc,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/npmp-86jq.json,r4ka-x5je,community,Kathleen Jacoby
https://data.lacity.org/d/uicy-cqmp,uicy-cqmp,Building and Safety,Building and Safety Residential Care Facility Submitted Applications,,11/05/2020 08:27:00 PM +0000,11/11/2020 08:00:00 AM,A Safe City,tdwf-cih6,,,,https://data.lacity.org/resource/uicy-cqmp.json,,official,Building and Safety OpenData
https://data.lacity.org/d/u6rn-tuf5,u6rn-tuf5,Building and Safety,Shoring 2020,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",10/26/2020 01:21:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,ap5u-tpst,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/u6rn-tuf5.json,yv23-pmwf,community,jifarrar
https://data.lacity.org/d/kkqy-ryqv,kkqy-ryqv,Economic and Workforce Development,Business Source Center Program Performance Objectives PY 45 (Q3: 01/2020 – 06/2020),"The Business Source Center (BSC) Program, funded through the Community Development Block Grant (CDBG), provides entrepreneurial training, technical assistance and access to capital for micro-enterprise and start-up businesses. The program promotes job creation for Angelenos by providing entrepreneurs and small business the support they need to start and/or expand their business. Goals are established through United States Department of Housing and Urban Development (HUD) guidelines and local measures.",10/21/2020 11:19:00 PM +0000,10/22/2020 12:00:00 AM,A Prosperous City,utpt-bj92,,Venessa Johnson,,https://data.lacity.org/resource/kkqy-ryqv.json,,official,Economic and Workforce Dev OpenData
https://data.lacity.org/d/5cry-zdi4,5cry-zdi4,LAPD,bymonth2020,This dataset reflects calls for service incidents in the City of Los Angeles in the year 2020. This data is as accurate as the data in the database. Please note questions or concerns in the comments.,10/21/2020 06:18:00 PM +0000,11/10/2020 05:00:00 PM,A Safe City,wtrx-cia2,,Los Angeles Police Department,,https://data.lacity.org/resource/5cry-zdi4.json,84iq-i2r6,community,Nasir
https://data.lacity.org/d/b98n-dy2m,b98n-dy2m,LA Sanitation,Transportation Related Emissions (2017),,10/20/2020 10:58:00 PM +0000,04/25/2019 10:51:00 PM,A Livable and Sustainable City,ji4x-qhq4,,,,https://data.lacity.org/resource/b98n-dy2m.json,4b4y-dzxi,community,ChelseaU
https://data.lacity.org/d/tqsw-znhg,tqsw-znhg,Housing and Community Investment,hcid_to_dbs - TEST,,10/15/2020 08:49:00 PM +0000,10/21/2020 11:25:00 PM,,tdkf-rwnq,,,,https://data.lacity.org/resource/tqsw-znhg.json,,official,HCIDLA OpenData
https://data.lacity.org/d/irur-txm2,irur-txm2,LA Sanitation,LASAN: Solid Resources Tonnages 2020 - Bulky Item,"Monthly tonnages reported by district yards.  White goods include large household appliances such as refrigerators, washers, and dryers.",10/15/2020 09:52:00 AM +0000,11/04/2020 05:00:00 PM,A Livable and Sustainable City,594h-mv4h,Creative Commons 1.0 Universal (Public Domain Dedication),LA Sanitation,,https://data.lacity.org/resource/irur-txm2.json,qwh3-ax8z,community,Controller Galperin
https://data.lacity.org/d/pnu3-nnca,pnu3-nnca,Office of Finance,Active Businesses 90015,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.

NAICS Codes are from 2007 NAICS:
https://www.census.gov/cgi-bin/sssd/naics/naicsrch?chart=2007",10/15/2020 02:02:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,jidr-f53s,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/pnu3-nnca.json,6rrh-rzua,community,FernandoF
https://data.lacity.org/d/8whj-gb5b,8whj-gb5b,,"Official, Public Assets without Departments","This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata maintenance, or present an overview of what kinds of data exists on the site.",10/12/2020 07:54:00 PM +0000,11/13/2020 12:06:00 AM,,rndq-s2m8,,,,https://data.lacity.org/resource/8whj-gb5b.json,udmi-ra5m,official,Dylan Knaggs
https://data.lacity.org/d/hyye-99r2,hyye-99r2,Mayor's Office,Cars and Business,"Learn more about Mayor Garcetti's Great Streets Initiative here http://lagreatstreets.org/ 
Survey was taken May-June 2015.",10/12/2020 07:34:00 AM +0000,02/23/2017 08:03:00 PM,A Livable and Sustainable City,3mgb-9hf7,Creative Commons 1.0 Universal (Public Domain Dedication),,,https://data.lacity.org/resource/hyye-99r2.json,m27g-4avd,community,Spiro Maleki
https://data.lacity.org/d/4b4y-dzxi,4b4y-dzxi,LA Sanitation,LADOT GHG,,10/20/2020 10:57:00 PM +0000,04/25/2019 10:51:00 PM,A Livable and Sustainable City,ji4x-qhq4,,,,https://data.lacity.org/resource/4b4y-dzxi.json,kkrh-b4e3,community,ChelseaU
https://data.lacity.org/d/tpbj-4pdt,tpbj-4pdt,,Analytics Dashboard,Uses the Socrata System Datasets to provide an overview into the usage of the City of LA Socrata Open Data Platform,09/02/2020 05:32:00 PM +0000,09/02/2020 05:32:00 PM,,4vsd-swva,,,,https://data.lacity.org/resource/tpbj-4pdt.json,,official,Eva Pereira
https://data.lacity.org/view/b4if-td8e,b4if-td8e,,Nextbits,,09/01/2020 10:56:00 PM +0000,10/30/2020 04:11:00 PM,A Prosperous City,9vai-dpce,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/b4if-td8e.json,6rrh-rzua,community,nextbits.jason@gmail.com
https://data.lacity.org/d/d3yp-izxf,d3yp-izxf,Building and Safety,Demo Permit Search,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",10/05/2020 11:06:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,3yp8-mch8,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/d3yp-izxf.json,d9aa-v8bm,community,Julian Carr
https://controllerdata.lacity.org/d/3evt-p6ht,3evt-p6ht,Controller,COVID-19 Job Losses - July 2020,"This table displays estimates net of job losses from February 2020 to July 2020 across major industries in the City of Los Angeles. To generate these estimates, the Controller’s Office adapted a methodology used by the Kinder Institute for Urban Research to estimate job losses. It is important to note that, because they are estimates, the figures herein may not be comparable to actual job losses/pay cuts in each neighborhood and should be interpreted as relative job loss levels. View the accompanying data story on jobs losses in Los Angeles: https://lacontroller.org/data-stories-and-maps/job-losses/",10/02/2020 04:07:00 PM +0000,10/02/2020 04:13:00 PM,Statistics,594h-mv4h,Creative Commons Attribution 4.0 International,Controller,,https://controllerdata.lacity.org/resource/3evt-p6ht.json,,official,Controller Galperin
https://data.lacity.org/d/jfk4-xdqn,jfk4-xdqn,Economic and Workforce Development,Business Source Center Program Performance Objectives PY 45 (Q3: 01/2020 - 03/2020,"The Business Source Center (BSC) Program, funded through the Community Development Block Grant (CDBG), provides entrepreneurial training, technical assistance and access to capital for micro-enterprise and start-up businesses. The program promotes job creation for Angelenos by providing entrepreneurs and small business the support they need to start and/or expand their business. Goals are established through United States Department of Housing and Urban Development (HUD) guidelines and local measures.",10/21/2020 10:00:00 PM +0000,10/22/2020 05:34:00 PM,A Prosperous City,utpt-bj92,,Venessa Johnson,,https://data.lacity.org/resource/jfk4-xdqn.json,,official,Economic and Workforce Dev OpenData
https://data.lacity.org/d/sfh4-9588,sfh4-9588,,Assets to be re-categorized,"This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata maintenance, or present an overview of what kinds of data exists on the site.",09/23/2020 08:26:00 PM +0000,11/13/2020 12:06:00 AM,,rndq-s2m8,,,,https://data.lacity.org/resource/sfh4-9588.json,udmi-ra5m,official,Dylan Knaggs
https://data.lacity.org/d/k5sv-zsph,k5sv-zsph,Housing and Community Investment,tj,"2020 Foreclosure Properties registered with the HCIDLA from January 1, 2020 through December 31, 2020.",10/09/2020 01:19:00 AM +0000,10/06/2020 09:51:00 PM,A Well Run City,6apg-i55t,Creative Commons 1.0 Universal (Public Domain Dedication),LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,https://hcidla.lacity.org,https://data.lacity.org/resource/k5sv-zsph.json,kde4-k7yx,community,losangeleno
https://data.lacity.org/d/njz5-acqh,njz5-acqh,,Sunland Area,"Official Sanitary Sewer System in the City of Los Angeles created and maintained by the Bureau of Engineering / GIS Mapping Division. GIS Data contains the Pipes, Structures, Wyes, Laterals (House Connections), Sewer Easements, and Flow Direction.",09/21/2020 05:05:00 AM +0000,11/06/2020 07:38:00 PM,A Livable and Sustainable City,dutb-pqus,Creative Commons 1.0 Universal (Public Domain Dedication),Bureau of Engineering,,https://data.lacity.org/resource/njz5-acqh.json,7aty-5ywx,community,Hilda
https://data.lacity.org/d/9eg4-s94w,9eg4-s94w,Housing and Community Investment,sunland,"2020 Foreclosure Properties registered with the HCIDLA from January 1, 2020 through December 31, 2020.",10/09/2020 01:21:00 AM +0000,10/06/2020 09:51:00 PM,A Well Run City,6apg-i55t,Creative Commons 1.0 Universal (Public Domain Dedication),LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,https://hcidla.lacity.org,https://data.lacity.org/resource/9eg4-s94w.json,kde4-k7yx,community,losangeleno
https://data.lacity.org/d/ihph-vkam,ihph-vkam,Office of Finance,Grocery Stores,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.

NAICS Codes are from 2007 NAICS:
https://www.census.gov/cgi-bin/sssd/naics/naicsrch?chart=2007",09/18/2020 10:19:00 PM +0000,10/30/2020 04:11:00 PM,A Prosperous City,r98w-72m8,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/ihph-vkam.json,6rrh-rzua,community,Teresa
https://data.lacity.org/d/jt64-8aty,jt64-8aty,,test,,09/09/2020 06:58:00 PM +0000,09/09/2020 06:58:00 PM,,37zm-qnq9,,,,https://data.lacity.org/resource/jt64-8aty.json,,official,Matt Garofalo
https://data.lacity.org/d/eh9x-r9p9,eh9x-r9p9,Office of Finance,Grocery map,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",09/04/2020 12:08:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,c43s-muzz,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/eh9x-r9p9.json,g986-7yf9,community,Santizos
https://data.lacity.org/d/n3pb-4upz,n3pb-4upz,LAPD,CRIME TEST 2020,Testing DATASET for crime data,02/11/2020 09:48:00 PM +0000,02/18/2020 11:42:00 PM,A Safe City,art8-rc4x,Creative Commons 1.0 Universal (Public Domain Dedication),,,https://data.lacity.org/resource/n3pb-4upz.json,,official,LAPD OpenData
https://data.lacity.org/d/uypm-cqyi,uypm-cqyi,LAPD,2019 Homicides,"This dataset reflects incidents of crime in the City of Los Angeles from 2010 - 2019. This data is transcribed from original crime reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0°, 0°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.",09/01/2020 07:53:00 AM +0000,11/11/2020 02:01:00 PM,A Safe City,tphp-tpsi,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,http://data.lacity.org,https://data.lacity.org/resource/uypm-cqyi.json,63jg-8b9z,community,John Bradshaw
https://data.lacity.org/d/dxw6-d44g,dxw6-d44g,,Encino Building Permits,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/28/2020 12:15:00 AM +0000,11/09/2020 10:19:00 AM,A Prosperous City,7c2h-emcj,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/dxw6-d44g.json,nbyu-2ha9,community,Edwin
https://data.lacity.org/d/w5n6-di3p,w5n6-di3p,LAPD,Entire LA Dataset,This dataset reflects calls for service incidents in the City of Los Angeles in the year 2020. This data is as accurate as the data in the database. Please note questions or concerns in the comments.,08/26/2020 08:27:00 PM +0000,11/10/2020 05:00:00 PM,A Safe City,6e2g-ivd5,,Los Angeles Police Department,,https://data.lacity.org/resource/w5n6-di3p.json,84iq-i2r6,community,Ken
https://data.lacity.org/d/24sg-awis,24sg-awis,LAPD,LAPD Calls for Service - Excluding Ambulance Calls,This dataset reflects calls for service incidents in the City of Los Angeles in the year 2020. This data is as accurate as the data in the database. Please note questions or concerns in the comments.,08/26/2020 07:03:00 PM +0000,11/10/2020 05:00:00 PM,A Safe City,6e2g-ivd5,,Los Angeles Police Department,,https://data.lacity.org/resource/24sg-awis.json,84iq-i2r6,community,Ken
https://data.lacity.org/d/hcip-pycq,hcip-pycq,LAPD,Public Drinking and Open Container Arrests (2015 - 2019),"This dataset reflects arrest incidents in the City of Los Angeles from 2010 to 2019. This data is transcribed from original arrest reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0.0000°, 0.0000°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.",08/24/2020 01:53:00 AM +0000,09/30/2020 05:15:00 PM,A Safe City,vag8-xvt4,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/hcip-pycq.json,yru6-6re4,community,Sachin
https://data.lacity.org/d/jivp-5cig,jivp-5cig,,test,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/28/2020 01:34:00 AM +0000,11/09/2020 10:19:00 AM,A Prosperous City,7c2h-emcj,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/jivp-5cig.json,yv23-pmwf,community,Edwin
https://data.lacity.org/view/nz24-sd6w,nz24-sd6w,,SLJ&ASSOCIATES,,08/20/2020 02:58:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,vuc2-z8mb,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/nz24-sd6w.json,6rrh-rzua,community,14sirjoe
https://data.lacity.org/d/b8u3-5pmm,b8u3-5pmm,Office of Finance,Los Angeles Businesses 2020,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.

NAICS Codes are from 2007 NAICS:
https://www.census.gov/cgi-bin/sssd/naics/naicsrch?chart=2007",09/14/2020 11:03:00 PM +0000,10/30/2020 04:11:00 PM,A Prosperous City,6giq-qahb,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/b8u3-5pmm.json,6rrh-rzua,community,Clare Will
https://data.lacity.org/d/tpp9-krrc,tpp9-krrc,,Valley CDs Business List,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/22/2020 12:15:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,swsu-42t6,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/tpp9-krrc.json,6rrh-rzua,community,Robert Scott
https://data.lacity.org/d/pa8g-6yqd,pa8g-6yqd,,boe_permits_test,,08/07/2014 09:52:00 PM +0000,01/27/2016 05:28:00 PM,,9fhs-yx93,,,,https://data.lacity.org/resource/pa8g-6yqd.json,,official,kb@boe
https://data.lacity.org/d/p4eb-ijmx,p4eb-ijmx,Building and Safety,DU Changed >1 Submitted 1.1.20-6.30.20,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles. Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels). Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",09/08/2020 07:00:00 PM +0000,11/08/2020 06:22:00 PM,,fxdx-r2r8,,,,https://data.lacity.org/resource/p4eb-ijmx.json,ct5r-6sgd,community,ashleyatkinson
https://data.lacity.org/view/bk7y-piu7,bk7y-piu7,,SLJ&ASSOCIATES,,08/20/2020 02:57:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,vuc2-z8mb,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/bk7y-piu7.json,6rrh-rzua,community,14sirjoe
